井号,年 月,层 位,有效厚度,生产天数,动液面(m),月产液,月产油(t),月产水(m3),累产油(10^4t),累产水(10^4m3)
50号井,201103,S2F2-S2F2,20,31,1010,4095,175,3920,5.655,25.2551
50号井,201104,S2F2-S2F2,20,29.15,1007,3951,157,3794,5.6707,25.6345
50号井,201105,S2F2-S2F2,20,31,894,4261,179,4082,5.6886,26.0427
50号井,201106,S2F2-S2F2,20,30,913,4129,150,3979,5.7036,26.4406
50号井,201107,S2F2-S2F2,20,30.22,866,4234,135,4099,5.7171,26.8505
50号井,201108,S2F2-S2F2,20,30.18,857,4224,127,4097,5.7298,27.2602
50号井,201109,S2F2-S2F2,20,29.2,971,4098,118,3980,5.7416,27.6582
50号井,201110,S2F2-S2F2,20,31,992,4255,121,4134,5.7537,28.0716
50号井,201111,S2F2-S2F2,20,29.21,1091,4144,121,4023,5.7658,28.4739
50号井,201112,S2F2-S2F2,20,30.18,951,4378,116,4262,5.7774,28.9001
50号井,201201,S2F2-S2F2,20,30.21,943,4380,105,4275,5.7879,29.3276
50号井,201202,S2F2-S2F2,20,28.22,864,4053,97,3956,5.7976,29.7232
50号井,201203,S2F2-S2F2,20,31,945,4262,108,4154,5.8084,30.1386
50号井,201204,S2F2-S2F2,20,29.16,928,3950,106,3844,5.819,30.523
50号井,201205,S2F2-S2F2,20,31,1101,3996,100,3896,5.829,30.9126
50号井,201206,S2F2-S2F2,20,30,1083,3807,78,3729,5.8368,31.2855
50号井,201207,S2F2-S2F2,20,30.17,1055,3928,82,3846,5.845,31.6701
50号井,201208,S2F2-S2F2,20,31,1009,3902,80,3822,5.853,32.0523
50号井,201209,S2F2-S2F2,20,26,1059,2980,62,2918,5.8592,32.3441
50号井,201210,S2F2-S2F2,20,31,1037,5247,105,5142,5.8697,32.8583
50号井,201211,S2F2-S2F2,20,29.2,1081,4984,153,4831,5.885,33.3414
50号井,201212,S2F2-S2F2,20,31,1037,5006,123,4883,5.8973,33.8297
50号井,201301,S2F2-S2F2,20,30.12,1080,4826,134,4692,5.9107,34.2989
50号井,201302,S2F2-S2F2,20,28,1099,4601,114,4487,5.9221,34.7476
50号井,201303,S2F2-S2F2,20,31,961,5145,128,5017,5.9349,35.2493
50号井,201304,S2F2-S2F2,20,29.22,981,4878,126,4752,5.9475,35.7245
50号井,201305,S2F2-S2F2,20,31,1001,4922,120,4802,5.9595,36.2047
50号井,201306,S2F21-S2F22,11,23.11,948,3281,70,3211,5.9665,36.5258
50号井,201307,S2F21-S2F22,11,30.16,978,4108,94,4014,5.9759,36.9272
50号井,201308,S2F21-S2F22,11,30.12,1035,3984,86,3898,5.9845,37.317
50号井,201309,S2F21-S2F22,11,30,1041,3827,88,3739,5.9933,37.6909
50号井,201310,S2F21-S2F22,11,30.17,1083,4030,85,3945,6.0018,38.0854
50号井,201311,S2F21-S2F22,11,29.18,1050,4072,95,3977,6.0113,38.4831
50号井,201312,S2F21-S2F22,11,31,952,4283,116,4167,6.0229,38.8998
50号井,201401,S2F21-S2F22,11,30.17,1001,4226,129,4097,6.0358,39.3095
50号井,201402,S2F21-S2F22,11,28,950,3896,116,3780,6.0474,39.6875
50号井,201403,S2F21-S2F22,11,26.23,938,4025,97,3928,6.0571,40.0803
50号井,201404,S2F21-S2F22,11,29.22,1071,5357,117,5240,6.0688,40.6043
50号井,201405,S2F21-S2F22,11,31,1092,5662,128,5534,6.0816,41.1577
50号井,201406,S2F21-S2F22,11,30,1096,5468,126,5342,6.0942,41.6919
50号井,201407,S2F21-S2F22,11,31,1065,5433,119,5314,6.1061,42.2233
50号井,201408,S2F21-S2F22,11,31,938,5649,137,5512,6.1198,42.7745
50号井,201409,S2F21-S2F22,11,30,903,5530,136,5394,6.1334,43.3139
50号井,201410,S2F21-S2F22,11,31,926,5783,146,5637,6.148,43.8776
50号井,201411,S2F21-S2F22,11,30,967,5246,135,5111,6.1615,44.3887
50号井,201412,S2F21-S2F22,11,31,911,5446,128,5318,6.1743,44.9205
50号井,201501,S2F21-S2F22,11,31,925,5653,153,5500,6.1896,45.4705
50号井,201502,S2F21-S2F22,11,28,955,4806,137,4669,6.2033,45.9374
50号井,201503,S2F21-S2F22,11,31,973,5543,158,5385,6.2191,46.4759
50号井,201504,S2F21-S2F22,11,30,965,5544,146,5398,6.2337,47.0157
50号井,201505,S2F21-S2F22,11,31,1041,5728,166,5562,6.2503,47.5719
50号井,201506,S2F21-S2F22,11,29.2,1049,5513,154,5359,6.2657,48.1078
50号井,201507,S2F21-S2F22,11,30.21,1051,5531,144,5387,6.2801,48.6465
50号井,201508,S2F21-S2F22,11,26.09,1020,4548,90,4458,6.2891,49.0923
50号井,201509,S2F21-S2F22,11,30,981,5067,100,4967,6.2991,49.589
50号井,201510,S2F21-S2F22,11,31,930,5553,117,5436,6.3108,50.1326
50号井,201511,S2F21-S2F22,11,30,848,5655,123,5532,6.3231,50.6858
50号井,201512,S2F21-S2F22,11,31,835,5785,116,5669,6.3347,51.2527
50号井,201601,S2F21-S2F22,11,31,979,5770,125,5645,6.3472,51.8172
50号井,201602,S2F21-S2F22,11,28.22,1008,5488,115,5373,6.3587,52.3545
50号井,201603,S2F21-S2F22,11,31,761,5647,108,5539,6.3695,52.9084
50号井,201604,S2F2-S2F2,11,29.05,867,5296,100,5196,6.3795,53.428
50号井,201605,S2F2-S2F2,11,31,773,5669,100,5569,6.3895,53.9849
50号井,201606,S2F2-S2F2,11,30,757,5468,103,5365,6.3998,54.5214
50号井,201607,S2F2-S2F2,11,31,749,5669,103,5566,6.4101,55.078
50号井,201608,S2F2-S2F2,11,31,763,5669,102,5567,6.4203,55.6347
50号井,201609,S2F2-S2F2,11,30,782,5487,100,5387,6.4303,56.1734
50号井,201610,S2F2-S2F2,11,31,784,5669,106,5563,6.4409,56.7297
50号井,201611,S2F2-S2F2,11,30,757,5487,120,5367,6.4529,57.2664
50号井,201612,S2F2-S2F2,11,30.23,694,5647,111,5536,6.464,57.82
50号井,201701,S2F2-S2F2,11,31,772,5669,114,5555,6.4754,58.3755
50号井,201702,S2F2-S2F2,11,28,758,5121,102,5019,6.4856,58.8774
50号井,201703,S2F2-S2F2,11,31,745,5669,112,5557,6.4968,59.4331
50号井,201704,S2F2-S2F2,11,29.23,851,5467,105,5362,6.5073,59.9693
50号井,201705,S2F2-S2F2,11,30.19,846,5618,91,5527,6.5164,60.522
50号井,201706,S2F2-S2F2,11,30,843,5487,86,5401,6.525,61.0621
50号井,201707,S2F2-S2F2,11,31,850,5669,96,5573,6.5346,61.6194
50号井,201708,S2F2-S2F2,11,30.2,847,5623,88,5535,6.5434,62.1729
50号井,201709,S2F2-S2F2,11,30,849,5487,85,5402,6.5519,62.7131
50号井,201710,S2F2-S2F2,11,31,896,5669,90,5579,6.5609,63.271
50号井,201711,S2F2-S2F2,11,30,894,5487,87,5400,6.5696,63.811
50号井,201712,S2F2-S2F2,11,31,892,5669,94,5575,6.579,64.3685
50号井,201801,S2F2-S2F2,11,30.22,774,5639,92,5547,6.5882,64.9232
50号井,201802,S2F2-S2F2,11,28,797,5121,85,5036,6.5967,65.4268
50号井,201803,S2F2-S2F2,11,31,864,5669,101,5568,6.6068,65.9836
50号井,201804,S2F2-S2F2,11,30,866,5487,96,5391,6.6164,66.5227
50号井,201805,S2F2-S2F2,11,31,882,5669,95,5574,6.6259,67.0801
50号井,201806,S2F2-S2F2,11,30,796,5377,88,5289,6.6347,67.609
50号井,201807,S2F2-S2F2,11,31,795,5552,87,5465,6.6434,68.1555
50号井,201808,S2F2-S2F2,11,28.01,783,5138,83,5055,6.6517,68.661
50号井,201809,S2F2-S2F2,11,30,797,5487,70,5417,6.6587,69.2027
50号井,201810,S2F2-S2F2,11,31,705,5748,69,5679,6.6656,69.7706
50号井,201811,S2F2-S2F2,11,29.14,702,5440,69,5371,6.6725,70.3077
50号井,201812,S2F2-S2F2,11,30.22,652,5673,78,5595,6.6803,70.8672
50号井,201901,S2F2-S2F2,11,31,716,5545,79,5466,6.6882,71.4138
50号井,201902,S2F2-S2F2,11,28,719,5021,71,4950,6.6953,71.9088
50号井,201903,S2F2-S2F2,11,31,813,5327,70,5257,6.7023,72.4345
50号井,201904,S2F2-S2F2,11,30,821,5022,67,4955,6.709,72.93
50号井,201905,S2F2-S2F2,11,31,815,5446,67,5379,6.7157,73.4679
50号井,201906,S2F2-S2F2,11,30,758,5248,74,5174,6.7231,73.9853
50号井,201907,S2F2-S2F2,11,31,754,5352,71,5281,6.7302,74.5134
50号井,201908,S2F2-S2F2,11,30.14,839,5304,85,5219,6.7387,75.0353
50号井,201909,S2F2-S2F2,11,30,798,5272,84,5188,6.7471,75.5541
50号井,201910,S2F2-S2F2,11,31,703,5644,80,5564,6.7551,76.1105
50号井,201911,S2F2-S2F2,11,29.14,689,5456,77,5379,6.7628,76.6484
50号井,201912,S2F2-S2F2,11,31,653,5707,85,5622,6.7713,77.2106
50号井,202001,S2F2-S2F2,11,31,663,5724,101,5623,6.7814,77.7729
50号井,202002,S2F2-S2F2,11,29,631,5261,89,5172,6.7903,78.2901
50号井,202003,S2F2-S2F2,11,31,708,5574,99,5475,6.8002,78.8376
50号井,202004,S2F2-S2F2,11,30,701,5421,102,5319,6.8104,79.3695
50号井,202005,S2F2-S2F2,11,31,843,5539,90,5449,6.8194,79.9144
50号井,202006,S2F2-S2F2,11,30,746,5389,82,5307,6.8276,80.4451
50号井,202007,S2F2-S2F2,11,31,709,5667,88,5579,6.8364,81.003
50号井,202008,S2F2-S2F2,11,31,678,5685,104,5581,6.8468,81.5611
50号井,202009,S2F2-S2F2,11,29.2,639,5400,105,5295,6.8573,82.0906
50号井,202010,S2F2-S2F2,11,30.22,722,5662,100,5562,6.8673,82.6468
50号井,202011,S2F2-S2F2,11,23.22,715,4469,76,4393,6.8749,83.0861
50号井,202012,S2F2-S2F2,11,31,852,5746,73,5673,6.8822,83.6534
50号井,202101,S2F2-S2F2,11,31,880,5831,63,5768,6.8885,84.2302
50号井,202102,S2F2-S2F2,11,28,903,5611,61,5550,6.8946,84.7852
50号井,202103,S2F2-S2F2,11,31,940,6025,72,5953,6.9018,85.3805
50号井,202104,S2F2-S2F2,11,30,1042,6273,82,6191,6.91,85.9996
50号井,202105,S2F2-S2F2,11,31,1010,6620,102,6518,6.9202,86.6514
50号井,202106,S2F2-S2F2,11,30,990,6091,93,5998,6.9295,87.2512
50号井,202107,S2F2-S2F2,11,30.22,1064,6205,95,6110,6.939,87.8622
50号井,202108,S2F2-S2F2,11,31,1113,7469,87,7382,6.9477,88.6004
50号井,202109,S2F2-S2F2,11,29.2,1046,7349,83,7266,6.956,89.327
50号井,202110,S2F2-S2F2,11,31,1014,7338,77,7261,6.9637,90.0531
50号井,202111,S2F2-S2F2,11,30,1008,7377,74,7303,6.9711,90.7834
50号井,202112,S2F2-S2F2,11,30.22,911,7749,65,7684,6.9776,91.5518
51号井,200909,S2F5-S2F5,6.8,11.09,994,186,135,51,0.0135,0.0051
51号井,200910,S2F5-S2F5,6.8,30.19,1545,448,430,18,0.0565,0.0069
51号井,200911,S2F5-S2F5,6.8,29.05,,425,389,36,0.0954,0.0105
51号井,200912,S2F5-S2F5,6.8,30.22,,202,193,9,0.1147,0.0114
51号井,201001,S2F5-S2F5,6.8,30.19,2084,244,242,2,0.1389,0.0116
51号井,201002,S2F5-S2F5,6.8,22.04,2059,100,69,31,0.1458,0.0147
51号井,201003,S2F5-S2F5,6.8,30.22,,91,79,12,0.1537,0.0159
51号井,201004,S2F5-S2F5,6.8,29.19,,74,74,0,0.1611,0.0159
51号井,201005,S2F5-S2F5,6.8,30.22,,120,101,19,0.1712,0.0178
51号井,201006,S2F5-S2F5,6.8,29.15,,103,94,9,0.1806,0.0187
51号井,201007,S2F5-S2F5,6.8,30.22,,140,138,2,0.1944,0.0189
51号井,201008,S2F5-S2F5,6.8,30.19,,192,188,4,0.2132,0.0193
51号井,201009,S2F5-S2F5,6.8,29.17,,217,216,1,0.2348,0.0194
51号井,201010,S2F5-S2F5,6.8,30.22,,236,236,0,0.2584,0.0194
51号井,201011,S2F5-S2F5,6.8,29.22,1104,236,234,2,0.2818,0.0196
51号井,201012,S2F5-S2F5,6.8,30.21,,237,236,1,0.3054,0.0197
51号井,201101,S2F5-S2F5,6.8,30.22,,213,211,2,0.3265,0.0199
51号井,201102,S2F5-S2F5,6.8,27.19,,248,218,30,0.3483,0.0229
51号井,201103,S2F5-S2F5,6.8,30.22,,315,312,3,0.3795,0.0232
51号井,201104,S2F5-S2F5,6.8,29.2,,270,270,0,0.4065,0.0232
51号井,201105,S2F5-S2F5,6.8,30.15,,276,274,2,0.4339,0.0234
51号井,201106,S2F5-S2F5,6.8,29.22,,283,283,0,0.4622,0.0234
51号井,201107,S2F5-S2F5,6.8,30.19,,279,278,1,0.49,0.0235
51号井,201108,S2F5-S2F5,6.8,30.18,,264,264,0,0.5164,0.0235
51号井,201109,S2F5-S2F5,6.8,29.22,,232,230,2,0.5394,0.0237
51号井,201110,S2F5-S2F5,6.8,30.22,,205,203,2,0.5597,0.0239
51号井,201111,S2F5-S2F5,6.8,29.22,,184,183,1,0.578,0.024
51号井,201112,S2F5-S2F5,6.8,30.22,,233,188,45,0.5968,0.0285
51号井,201201,S2F5-S2F5,6.8,30.22,,262,261,1,0.6229,0.0286
51号井,201202,S2F5-S2F5,6.8,28.22,,221,218,3,0.6447,0.0289
51号井,201203,S2F5-S2F5,6.8,30.19,,183,180,3,0.6627,0.0292
51号井,201204,S2F5-S2F5,6.8,29.22,,192,192,0,0.6819,0.0292
51号井,201205,S2F5-S2F5,6.8,30.22,,210,210,0,0.7029,0.0292
51号井,201206,S2F5-S2F5,6.8,29.22,,197,196,1,0.7225,0.0293
51号井,201207,S2F5-S2F5,6.8,30.17,,202,200,2,0.7425,0.0295
51号井,201208,S2F5-S2F5,6.8,30.22,,200,197,3,0.7622,0.0298
51号井,201209,S2F5-S2F5,6.8,29.2,1407,209,200,9,0.7822,0.0307
51号井,201210,S2F5-S2F5,6.8,30.17,1317,311,282,29,0.8104,0.0336
51号井,201211,S2F5-S2F5,6.8,29.22,1359,276,244,32,0.8348,0.0368
51号井,201212,S2F5-S2F5,6.8,30.2,1494,267,233,34,0.8581,0.0402
51号井,201301,S2F5-S2F5,6.8,29.19,,221,194,27,0.8775,0.0429
51号井,201302,S2F5-S2F5,6.8,27.22,,197,173,24,0.8948,0.0453
51号井,201303,S2F5-S2F5,6.8,30.2,1221,189,165,24,0.9113,0.0477
51号井,201304,S2F5-S2F5,6.8,29.2,,157,137,20,0.925,0.0497
51号井,201305,S2F5-S2F5,6.8,30.19,,156,137,19,0.9387,0.0516
51号井,201306,S2F5-S2F5,6.8,29.2,,155,129,26,0.9516,0.0542
51号井,201307,S2F5-S2F5,6.8,30.22,,154,130,24,0.9646,0.0566
51号井,201308,S2F5-S2F5,6.8,30.11,,141,115,26,0.9761,0.0592
51号井,201309,S2F5-S2F5,6.8,29.2,1640,147,114,33,0.9875,0.0625
51号井,201310,S2F5-S2F5,6.8,30.22,,163,123,40,0.9998,0.0665
51号井,201311,S2F5-S2F5,6.8,29.22,1825,194,137,57,1.0135,0.0722
51号井,201312,S2F5-S2F5,6.8,30.19,1823,181,135,46,1.027,0.0768
51号井,201401,S2F5-S2F5,6.8,30.22,1884,209,157,52,1.0427,0.082
51号井,201402,S2F5-S2F5,6.8,27.22,1689,201,152,49,1.0579,0.0869
51号井,201403,S2F5-S2F5,6.8,30.22,1676,181,133,48,1.0712,0.0917
51号井,201404,S2F5-S2F5,6.8,28.02,,162,93,69,1.0805,0.0986
51号井,201405,S2F5-S2F5,6.8,30.22,,186,133,53,1.0938,0.1039
51号井,201406,S2F5-S2F5,6.8,29.22,1487,184,127,57,1.1065,0.1096
51号井,201407,S2F5-S2F5,6.8,30.19,1529,180,136,44,1.1201,0.114
51号井,201408,S2F5-S2F5,6.8,30.22,1481,171,132,39,1.1333,0.1179
51号井,201409,S2F5-S2F5,6.8,29.22,1621,162,110,52,1.1443,0.1231
51号井,201410,S2F5-S2F5,6.8,30.14,1437,173,109,64,1.1552,0.1295
51号井,201411,S2F5-S2F5,6.8,29.2,1490,125,91,34,1.1643,0.1329
51号井,201412,S2F5-S2F5,6.8,30.22,1540,114,84,30,1.1727,0.1359
51号井,201501,S2F5-S2F5,6.8,30.16,1161,113,79,34,1.1806,0.1393
51号井,201502,S2F5-S2F5,6.8,27.22,1073,69,48,21,1.1854,0.1414
51号井,201503,S2F5-S2F5,6.8,26.02,,149,84,65,1.1938,0.1479
51号井,201504,S2F5-S2F5,6.8,29.2,,181,143,38,1.2081,0.1517
51号井,201505,S2F5-S2F5,6.8,30.22,,179,140,39,1.2221,0.1556
51号井,201506,S2F5-S2F5,6.8,29.22,,153,115,38,1.2336,0.1594
51号井,201507,S2F5-S2F5,6.8,30.19,2180,150,103,47,1.2439,0.1641
51号井,201508,S2F5-S2F5,6.8,30.14,,153,94,59,1.2533,0.17
51号井,201509,S2F5-S2F5,6.8,29.22,,147,82,65,1.2615,0.1765
51号井,201510,S2F5-S2F5,6.8,30.22,,169,100,69,1.2715,0.1834
51号井,201511,S2F5-S2F5,6.8,29.22,,173,101,72,1.2816,0.1906
51号井,201512,S2F5-S2F5,6.8,30.22,,164,95,69,1.2911,0.1975
51号井,201601,S2F5-S2F5,6.8,30.17,2143,159,104,55,1.3015,0.203
51号井,201602,S2F5-S2F5,6.8,28.22,,149,95,54,1.311,0.2084
51号井,201603,S2F5-S2F5,6.8,21.1,,111,74,37,1.3184,0.2121
51号井,201604,S2F5-S2F5,6.8,,,0,,,1.3184,0.2121
51号井,201605,S2F5-S2F5,6.8,,,0,,,1.3184,0.2121
51号井,201606,S2F5-S2F5,6.8,5.15,,28,22,6,1.3206,0.2127
51号井,201607,S2F5-S2F5,6.8,31,2112,160,99,61,1.3305,0.2188
51号井,201608,S2F5-S2F5,6.8,31,2162,226,137,89,1.3442,0.2277
51号井,201609,S2F5-S2F5,6.8,26.04,2155,223,118,105,1.356,0.2382
51号井,201610,S2F5-S2F5,6.8,31,2142,273,165,108,1.3725,0.249
51号井,201611,S2F5-S2F5,6.8,29.23,2148,256,151,105,1.3876,0.2595
51号井,201612,S2F5-S2F5,6.8,27.2,2153,258,144,114,1.402,0.2709
51号井,201701,S2F5-S2F5,6.8,30.23,2142,291,169,122,1.4189,0.2831
51号井,201702,S2F5-S2F5,6.8,28,2175,272,149,123,1.4338,0.2954
51号井,201703,S2F5-S2F5,6.8,28.18,2152,289,140,149,1.4478,0.3103
51号井,201704,S2F5-S2F5,6.8,29.15,2162,288,158,130,1.4636,0.3233
51号井,201705,S2F5-S2F5,6.8,31,957,286,165,121,1.4801,0.3354
51号井,201706,S2F5-S2F5,6.8,30,2179,273,141,132,1.4942,0.3486
51号井,201707,S2F5-S2F5,6.8,31,2186,280,148,132,1.509,0.3618
51号井,201708,S2F5-S2F5,6.8,30.22,2105,278,145,133,1.5235,0.3751
51号井,201709,S2F5-S2F5,6.8,30,2123,295,140,155,1.5375,0.3906
51号井,201710,S2F5-S2F5,6.8,31,2175,274,120,154,1.5495,0.406
51号井,201711,S2F5-S2F5,6.8,29.22,2194,242,98,144,1.5593,0.4204
51号井,201712,S2F5-S2F5,6.8,29.13,2120,76,27,49,1.562,0.4253
51号井,201801,S2F5-S2F5,6.8,30.23,2162,76,29,47,1.5649,0.43
51号井,201802,S2F5-S2F5,6.8,28,2166,68,26,42,1.5675,0.4342
51号井,201803,S2F5-S2F5,6.8,31,2022,80,31,49,1.5706,0.4391
51号井,201804,S2F5-S2F5,6.8,14.01,2173,39,14,25,1.572,0.4416
51号井,201805,S2F5-S2F5,6.8,30.23,2085,91,37,54,1.5757,0.447
51号井,201806,S2F5-S2F5,6.8,29.23,2097,86,37,49,1.5794,0.4519
51号井,201807,S2F5-S2F5,6.8,30.06,2098,82,38,44,1.5832,0.4563
51号井,201808,S2F5-S2F5,6.8,30.08,2126,77,37,40,1.5869,0.4603
51号井,201809,S2F5-S2F5,6.8,29.23,2111,59,29,30,1.5898,0.4633
51号井,201810,S2F5-S2F5,6.8,30.14,2125,49,24,25,1.5922,0.4658
51号井,201811,S2F5-S2F5,6.8,27.18,2147,33,14,19,1.5936,0.4677
51号井,201812,S2F5-S2F5,6.8,31,2174,31,14,17,1.595,0.4694
51号井,201901,S2F5-S2F5,6.8,26.17,2173,22,9,13,1.5959,0.4707
51号井,201902,S2F5-S2F5,6.8,27.23,2108,18,7,11,1.5966,0.4718
51号井,201903,S2F5-S2F5,6.8,30.1,2106,20,8,12,1.5974,0.473
51号井,201904,S2F5-S2F5,6.8,29.23,2119,29,8,21,1.5982,0.4751
51号井,201905,S2F5-S2F5,6.8,30.23,2141,40,14,26,1.5996,0.4777
51号井,201906,S2F5-S2F5,6.8,29.23,2184,30,12,18,1.6008,0.4795
51号井,201907,S2F5-S2F5,6.8,31,2162,27,12,15,1.602,0.481
51号井,201908,S2F5-S2F5,6.8,28.19,2146,25,11,14,1.6031,0.4824
51号井,201909,S2F5-S2F5,6.8,30,2151,26,13,13,1.6044,0.4837
51号井,201910,S2F5-S2F5,6.8,30.21,2141,28,14,14,1.6058,0.4851
51号井,201911,S2F2-S2F5,11.2,15.1,2180,58,16,42,1.6074,0.4893
51号井,201912,S2F2-S2F5,11.2,30,,295,69,226,1.6143,0.5119
51号井,202001,S2F2-S2F5,11.2,31,,250,59,191,1.6202,0.531
51号井,202002,S2F2-S2F5,11.2,29,,242,56,186,1.6258,0.5496
51号井,202003,S2F2-S2F5,11.2,22.02,2075,200,46,154,1.6304,0.565
51号井,202004,S2F2-S2F5,11.2,8.19,2155,111,18,93,1.6322,0.5743
51号井,202005,S2F2-S2F5,11.2,31,2191,312,64,248,1.6386,0.5991
51号井,202006,S2F2-S2F5,11.2,29.23,2159,405,88,317,1.6474,0.6308
51号井,202007,S2F2-S2F5,11.2,7,2003,91,20,71,1.6494,0.6379
51号井,202008,S2F2-S2F5,11.2,21.19,1877,200,42,158,1.6536,0.6537
51号井,202009,S2F2-S2F5,11.2,29.05,1910,244,60,184,1.6596,0.6721
51号井,202010,S2F2-S2F5,11.2,30.2,1991,224,55,169,1.6651,0.689
51号井,202011,S2F2-S2F5,11.2,30,2000,206,54,152,1.6705,0.7042
51号井,202012,S2F2-S2F5,11.2,30.21,1949,203,70,133,1.6775,0.7175
51号井,202101,S2F2-S2F5,11.2,31,2035,191,74,117,1.6849,0.7292
51号井,202102,S2F2-S2F5,11.2,26.21,2060,174,67,107,1.6916,0.7399
51号井,202103,S2F2-S2F5,11.2,30.18,2094,198,97,101,1.7013,0.75
51号井,202104,S2F2-S2F5,11.2,28.15,2123,188,120,68,1.7133,0.7568
51号井,202105,S2F2-S2F5,11.2,30.23,1685,203,125,78,1.7258,0.7646
51号井,202106,S2F2-S2F5,11.2,30,1667,204,135,69,1.7393,0.7715
51号井,202107,S2F2-S2F5,11.2,31,1715,212,143,69,1.7536,0.7784
51号井,202108,S2F2-S2F5,11.2,31,1724,217,139,78,1.7675,0.7862
51号井,202109,S2F2-S2F5,11.2,29.23,1729,206,125,81,1.78,0.7943
51号井,202110,S2F2-S2F5,11.2,31,1798,205,127,78,1.7927,0.8021
51号井,202111,S2F2-S2F5,11.2,30,1702,197,116,81,1.8043,0.8102
51号井,202112,S2F2-S2F5,11.2,31,1729,203,131,72,1.8174,0.8174
52号井,200909,S2F5-S2F5,5.9,6.14,337,152,75,77,0.0075,0.0077
52号井,200910,S2F5-S2F5,5.9,30.22,1281,458,444,14,0.0519,0.0091
52号井,200911,S2F5-S2F5,5.9,29.02,1521,386,350,36,0.0869,0.0127
52号井,200912,S2F5-S2F5,5.9,30.22,1566,229,221,8,0.109,0.0135
52号井,201001,S2F5-S2F5,5.9,30.19,1558,304,303,1,0.1393,0.0136
52号井,201002,S2F5-S2F5,5.9,27.22,1613,208,208,0,0.1601,0.0136
52号井,201003,S2F5-S2F5,5.9,30.22,,130,90,40,0.1691,0.0176
52号井,201004,S2F5-S2F5,5.9,29.22,,73,72,1,0.1763,0.0177
52号井,201005,S2F5-S2F5,5.9,30.19,1527,70,59,11,0.1822,0.0188
52号井,201006,S2F5-S2F5,5.9,29.18,,66,60,6,0.1882,0.0194
52号井,201007,S2F5-S2F5,5.9,30.22,1511,139,139,0,0.2021,0.0194
52号井,201008,S2F5-S2F5,5.9,30.17,1362,204,198,6,0.2219,0.02
52号井,201009,S2F5-S2F5,5.9,29.15,1288,220,219,1,0.2438,0.0201
52号井,201010,S2F5-S2F5,5.9,30.22,1269,242,240,2,0.2678,0.0203
52号井,201011,S2F5-S2F5,5.9,29.17,1305,248,245,3,0.2923,0.0206
52号井,201012,S2F5-S2F5,5.9,30.21,1395,234,233,1,0.3156,0.0207
52号井,201101,S2F5-S2F5,5.9,30.22,1376,245,243,2,0.3399,0.0209
52号井,201102,S2F5-S2F5,5.9,27.22,1179,220,219,1,0.3618,0.021
52号井,201103,S2F5-S2F5,5.9,30.22,1112,278,278,0,0.3896,0.021
52号井,201104,S2F5-S2F5,5.9,29.2,1074,291,291,0,0.4187,0.021
52号井,201105,S2F5-S2F5,5.9,30.15,1024,375,375,0,0.4562,0.021
52号井,201106,S2F5-S2F5,5.9,29.2,1039,383,382,1,0.4944,0.0211
52号井,201107,S2F5-S2F5,5.9,30.15,1244,405,347,58,0.5291,0.0269
52号井,201108,S2F5-S2F5,5.9,30.15,1244,400,312,88,0.5603,0.0357
52号井,201109,S2F5-S2F5,5.9,29.22,1287,333,228,105,0.5831,0.0462
52号井,201110,S2F5-S2F5,5.9,30.18,1470,308,173,135,0.6004,0.0597
52号井,201111,S2F5-S2F5,5.9,29.18,1274,353,196,157,0.62,0.0754
52号井,201112,S2F5-S2F5,5.9,30.22,1452,347,196,151,0.6396,0.0905
52号井,201201,S2F5-S2F5,5.9,30.22,1408,283,139,144,0.6535,0.1049
52号井,201202,S2F5-S2F5,5.9,28.22,1460,315,163,152,0.6698,0.1201
52号井,201203,S2F5-S2F5,5.9,30.19,1538,346,165,181,0.6863,0.1382
52号井,201204,S2F5-S2F5,5.9,29.22,1386,374,173,201,0.7036,0.1583
52号井,201205,S2F5-S2F5,5.9,30.22,1331,460,182,278,0.7218,0.1861
52号井,201206,S2F5-S2F5,5.9,29.22,1372,455,180,275,0.7398,0.2136
52号井,201207,S2F5-S2F5,5.9,30.14,1306,475,173,302,0.7571,0.2438
52号井,201208,S2F5-S2F5,5.9,30.2,1318,512,232,280,0.7803,0.2718
52号井,201209,S2F5-S2F5,5.9,29.17,1319,510,225,285,0.8028,0.3003
52号井,201210,S2F5-S2F5,5.9,30.14,1284,528,217,311,0.8245,0.3314
52号井,201211,S2F5-S2F5,5.9,29.22,1380,454,161,293,0.8406,0.3607
52号井,201212,S2F5-S2F5,5.9,30.22,1412,392,148,244,0.8554,0.3851
52号井,201301,S2F5-S2F5,5.9,29.17,1452,313,132,181,0.8686,0.4032
52号井,201302,S2F5-S2F5,5.9,27.21,1463,260,109,151,0.8795,0.4183
52号井,201303,S2F5-S2F5,5.9,30.19,1427,229,93,136,0.8888,0.4319
52号井,201304,S2F5-S2F5,5.9,29.2,1526,203,96,107,0.8984,0.4426
52号井,201305,S2F5-S2F5,5.9,30.14,1528,200,93,107,0.9077,0.4533
52号井,201306,S2F5-S2F5,5.9,29.17,1523,256,108,148,0.9185,0.4681
52号井,201307,S2F5-S2F5,5.9,30.19,1488,285,115,170,0.93,0.4851
52号井,201308,S2F5-S2F5,5.9,30.09,1505,277,94,183,0.9394,0.5034
52号井,201309,S2F5-S2F5,5.9,29.17,1333,284,88,196,0.9482,0.523
52号井,201310,S2F5-S2F5,5.9,27.08,1294,302,83,219,0.9565,0.5449
